agency_id,date,agency_name,document_title,is_special_investigation,sha256,date_processed
CB390258392,4/17/2023,SAMARITAS - SOUTHWEST,Inspection Report,False,54e2edf75ba6d615c3751f6ffc55b0a57683ab3df9d9024df9faa8fa06ad83b7,2025-11-03T13:39:49.515712
CB390258392,"April 28, 2023",SAMARITAS - SOUTHWEST,Special Investigation Report,True,e822f399b502495e1b4b2f174ccc8dfd62d2e2b7b30c342cb3030f31c9a407bb,2025-11-03T13:39:49.774753
CB390258392,"December 9, 2003",Lutheran Social Services of MI,Licensing Study,False,379681c5f5fd46b84a6c2eb48062f1e287e3e341ea3c9eaed912cfa1bf4fc85d,2025-11-03T13:39:49.908851
CB390258392,04/11/2022,Samaritas,Renewal Inspection Report,False,cacceabe71ee66d998d3c76bcd9f99529dbde127efa5a283adb5fc732ee2ce67,2025-11-03T13:39:50.601362
CB390258392,"October 6, 2022",Samaritas,Special Investigation Report #2022C0112021,True,adbbf0431a816c7d42f03a54252007501c09d165fc20bc3e12c2f21df1b400af,2025-11-03T13:39:51.729520
CB390258392,4/12/21- 4/16/21,Samaritas,Inspection Report,False,1ea1461eff23775df928827e130cc2a4fddbd1a82d52064669bd0026c102da77,2025-11-03T13:39:52.501332
CB390258392,"February 28, 2022",Samaritas,Special Investigation Report #2022C0444005,True,8bce1e290ed856a84c571312c8de662cb0a8c7689c1ee7da2d778c542ba55905,2025-11-03T13:39:52.919559
CB390258392,"July 13, 2022",Samaritas,Special Investigation Report #2022C0212018,True,ba5b4ecd2e9a623939677fe12f0eab3966d48c35edc2d00c9720e5cc6e897fdd,2025-11-03T13:39:53.411325
CB390258392,"March 24, 2022",Samaritas,Special Investigation Report #2022C0112008,True,bcd4d55d927cc8f57f2638ac5ef2d2ced4618c936fbe384c7146e31584846ee2,2025-11-03T13:39:53.662575
CB390258392,"January 25, 2024",SAMARITAS - SOUTHWEST,Special Investigation Report #2024C0001090SI,True,326010b53cc12dcf4b20bc5d3b92c2ec4dc050f58facd068eaa1e2e23ec4c79f,2025-11-03T13:39:54.208386
CB390258392,"February 20, 2024",SAMARITAS - SOUTHWEST,Special Investigation Report #2024SIC0001171,True,927f505798880f3d9af9314537351ee3fe694dde77bfb40b7b6a95f5dc2917a8,2025-11-03T13:39:54.765200
CB390258392,4/15/2024,SAMARITAS - SOUTHWEST,Renewal Inspection Report,False,d7508a8408b924188fe35e02506ee088cf280f693c9a1acc02fbe61b331ef204,2025-11-03T13:39:55.504159
CB390258392,"January 30, 2024",SAMARITAS - SOUTHWEST,Special Investigation Report #2024C0001101SI,True,d91d11efeef8afb094ee2ebaf34785e071cc0a1c995ff3fd8321134f7a068a85,2025-11-03T13:39:56.326768
CB390258392,"May 6, 2024",Samaritas- Southwest,Special Investigation Report #2024SIC0001404,True,1b29e7c0d263464c05335654f65c367ed68b53ea8b334ed4c19e89b1a1ed2149,2025-11-03T13:39:56.801845
CB390258392,"May 1, 2024",SAMARITAS - SOUTHWEST,Special Investigation Report #2024SIC0001384,True,30137f8deacf49cd7eb8e822e4d1d92c997869113ccd77ae9fd6ba11c8727a4b,2025-11-03T13:39:57.164368
CB390258392,"June 21, 2024",SAMARITAS - SOUTHWEST,Special Investigation Report #2024SIC0001530,True,bc3190882cca47c45a489b1594e42fee393ad71ad52fb6647479ecf1fc2a09db,2025-11-03T13:39:57.497977
CB390258392,4/21/2025,SAMARITAS - SOUTHWEST,Inspection Report,False,e49c7c03f1be5b7e466d6030f72feb863383711b1aab808b1bb373d323d9e372,2025-11-03T13:39:58.211651
CB390258392,09/19/2025,SAMARITAS - SOUTHWEST,Special Investigation Report #2025SIC0001028,True,27e1d020fc0e97dbb59336604d778c851048d1ad1a1ec27eab95393b87b86f55,2025-11-03T13:39:58.746454
CB390267474,"December 10, 2020",Bethany Christian Services Inc,Special Investigation Report #2021C0212002,True,8f9c37e90ddab81d3dfd1eaa04a2877d8d407321f45929d652040529319d009c,2025-11-03T13:39:59.145095
CB390267474,"July 30, 2004",Bethany Christian Services,Licensing Study,False,9a04e2f2dbd240f740ab1857f5855bf551cd624f360013c3dd2fc485fe88932f,2025-11-03T13:39:59.298811
CB390267474,"December 14, 2020",Bethany Christian Services Inc,Renewal Inspection Report,False,eb1cbee13213380e4e6e64ef76990ab296575eb34705e747febb3612bef49ea7,2025-11-03T13:40:00.340520
CB390267474,1/10/2022 – 1/21/2022,Bethany Christian Services Inc,Inspection Report,False,738b5cf73ec04b1a6ca18cb34c4aa9e8f61de8ac2f31b1fe024757267e16a0e7,2025-11-03T13:40:01.167586
CB390267474,10/23/23,Bethany Christian Services-Southwest MI,Inspection Report,False,36972dc146819842d109fc8fd1d46efdae595ef6da84c3e3740681e055255ba0,2025-11-03T13:40:02.534243
CB390267474,"January 17, 2024",Bethany Christian Services-Southwest MI,Special Investigation Report #2024C0001065SI,True,c647a57d437b42316c743dbcdbf1f25100c5c7865429685da93426190ca021a8,2025-11-03T13:40:02.924955
CB390267474,10/21/2024,Bethany Christian Services-Southwest MI,Renewal Inspection Report,False,7f8f829db84a52c86b062f5b8b808ee5e1552acadf3b470b36d226f482b1d71a,2025-11-03T13:40:03.819437
CB390267474,"November 4, 2024",Bethany Christian Services-Southwest MI,Special Investigation Report #2025SIC0000082,True,72ef18e9d657e2ad36c5b6e942c9be856e72edbdedfe7bc3a8ffe406c5aa9613,2025-11-03T13:40:04.124164
CB390267474,"May 2, 2025",Bethany Christian Services-Southwest MI,Special Investigation Report #2025SIC0000642,True,ff4cc71b2319902ed7c867bdb1ccaaa4ff053c39dd8a0c1c0f26598ab792aca9,2025-11-03T13:40:04.747034
CB390267474,"August 21, 2025",Bethany Christian Services-Southwest MI,Special Investigation Report #2025SIC0000958,True,83f0779c556a533a567ca543172245fe5ca961bd235cc21c589c76d26a6cd47b,2025-11-03T13:40:05.485045
CB391001684,"July 18, 2024",Catholic Charities Diocese of Kalamazoo,Licensing Study,False,a312756b81658888304ab2d0278c701becfa19d09c6b67d61726f3db23dabca3,2025-11-03T13:40:05.793161
CB391001684,11/25/2024,Catholic Charities Diocese of Kalamazoo,Renewal Inspection Report,False,afa710b2cd0559db86222c12104d9d88f6540603cf7ac5ecb874db0538fb2763,2025-11-03T13:40:06.071535
CB391001721,"May 14, 2024",Heart for Home,Licensing Study,False,72c320b6bbe01bfa493b32ebf29c466eeb6907bb15914512fdb1af7e933bac70,2025-11-03T13:40:06.498804
CB391001721,10/7/22024,Heart for Home,Renewal Inspection Report,False,58f2a10e45aaae55ee48757442cdd02762f3b9e364ad92c22ba831c90f12f748,2025-11-03T13:40:06.886177
CB391001721,9/22/2025,Heart for Home,Inspection Report,False,59bab991c6024f8c35c3dd84b7782af2a4b0842c81e057c0214b525918a01bf3,2025-11-03T13:40:07.187935
CB410200974,"January 12, 2023",BETHANY CHRISTIAN SERVICES INC,Special Investigation Report #2,True,d90056f89c75739b99847cc0f37599f46ca56be6c930ca775f203c59ccaea9b2,2025-11-03T13:40:07.646391
CB410200974,"November 9, 2021",Bethany Christian Services Inc,Special Investigation Report #2022C0212001,True,cb11ce95dc220a7ee4e08ee77916e94628f45f080c13ff90376dada5ca7d8e54,2025-11-03T13:40:08.143840
CB410200974,"July 29, 2022",Bethany Christian Services Inc,Special Investigation Report #2022C0212019,True,e2505b058d0c40826e083c1ab6cefa79432a3e377d6e90af96dad1b8caaf2a6b,2025-11-03T13:40:09.094772
CB410200974,"September 6, 2022",Bethany Christian Services Inc,Special Investigation Report #2022C0444020,True,acc5c24a7ed459389a8dd992c938a8e021955f6b079fa32e384a8da662cc59c0,2025-11-03T13:40:09.439787
CB410200974,"09/15/2020, 09/16/2020",Bethany Christian Services Inc,Renewal Inspection Report,False,5c8268fea75bcdd6c264c4d5dc106e3f15cc9a28aebdf889b0e104b99a5ff177,2025-11-03T13:40:09.951272
CB410200974,10/9/2023,BETHANY CHRISTIAN SERVICES -,Inspection Report,False,e5edf77a6ee0aceaf13e9896a9a8ab3c2b399cffca7db1d72bdefe16745f995f,2025-11-03T13:40:10.700214
CB410200974,8/26/2024,BETHANY CHRISTIAN SERVICES -,Renewal Inspection Report,False,740f287a390439f02d0259d9ab60cdf1f11047396ddb0c74f5cdb2c52fbc850e,2025-11-03T13:40:11.748906
CB410200974,"January 16, 2025",BETHANY CHRISTIAN SERVICES -,Special Investigation Report #2025SIC0000298,True,b8087772c3f86bc761ced10fef98c90a6c0e94bffccb46fc1216258c84d280de,2025-11-03T13:40:12.334843
CB410200974,"April 7, 2025",Bethany Christian Services- Refugee,Special Investigation Report #2025SIC0000538,True,24958853fb6b2e9afeb15fbc3514269b45cdf1564af451becd96d65a770f7e62,2025-11-03T13:40:12.832167
CB410200974,"April 30, 2025",BETHANY CHRISTIAN SERVICES -,Special Investigation Report #2025SIC0000625,True,e8888f7ccfc74840d7adc2fbb95fcaa64009b9786a8680eedebef584ac2dc6e5,2025-11-03T13:40:14.224783
CB410200974,9/22/2025,BETHANY CHRISTIAN SERVICES -,Inspection Report,False,1c3da71f71958b815ea587bdf4c215a6b7946649a51d467b186abbf88458cb80,2025-11-03T13:40:14.900885
CB410200976,"October 11, 2019",Bethany Christian Services Inc,Licensing Study,False,5e656b18e2f14a9535a379949fd0872a089f4fdd6abdb1577232207e073e7ac8,2025-11-03T13:40:14.970881
CB410200976,"August 8, 2022",Bethany Christian Services Inc,Renewal Inspection Report,False,a51f3360cfd0fdde9ae627baa1b55e5959fe8be7671c063cbdbc5fe849b332ed,2025-11-03T13:40:15.883949
CB410200976,"April 13, 2022",Bethany Christian Services Inc,Special Investigation Report #2022C0112007,True,090c0830c90a4f4e6d8f01f89e9111bcd22573a380ebb902eff6653df930c763,2025-11-03T13:40:16.609230
CB410200976,"December 14, 2021",Bethany Christian Services Inc,Special Investigation Report #2022C0212002,True,3be916ac4635ddc82e861a32fc08ee2125e0afb4126d75e156264dd09695d779,2025-11-03T13:40:16.925596
CB410200976,"March 11, 2022",Bethany Christian Services Inc,Special Investigation Report #2022C0212006,True,1bfe45c9bc5e77b60c152bcc8cd54bde28cf286bc442dd26915056a760a6be1b,2025-11-03T13:40:17.658473
CB410200976,9/25/2023,BETHANY CHRISTIAN SERVICES INC-,Inspection Report,False,59fcdef1a93c3e71e78c29eb8dcb764e9fb2485c0424e1822a7447c2425da175,2025-11-03T13:40:18.529618
CB410200976,"March 28, 2024",BETHANY CHRISTIAN SERVICES INC-,Special Investigation Report #2024SIC0001285,True,9ac8a85e782fc5e413c0c1936ffa4f69cfacd0c86d0a2bc6a51bdd0cfdf81fe5,2025-11-03T13:40:18.995097
CB410200976,"May 30, 2024",BETHANY CHRISTIAN SERVICES INC-,Special Investigation Report #2024SIC0001476,True,c51f694bf29a946dce1f6380064fd047cd5de28b2eb0961cf35ac9e3839ab529,2025-11-03T13:40:19.404240
CB410200976,8/19/2024,BETHANY CHRISTIAN SERVICES INC-,Renewal Inspection Report,False,f047adebbde441dd2bc53f71b19575e234ce05a0ba20ff067ac22feaac44e818,2025-11-03T13:40:20.372955
CB410200976,"June 16, 2025",Bethany Christian Services Inc- Grand Rapids,Special Investigation Report #2025SIC0000797,True,9ebfe5a4bfcec5d5ed3d8a28f392ee76fc04470af2ccd67d179697fcdbe29a51,2025-11-03T13:40:21.413246
CB410200976,8/5/2025,BETHANY CHRISTIAN SERVICES INC-,Inspection Report,False,7fb79873eb0cf62143fe528d4139d3287dca342165bae234db3266e64ac4d547,2025-11-03T13:40:22.091373
CB410201088,04/17/2023,DA BLODGETT FOR CHILDREN,Inspection Report,False,41fbf8198c6eef53c5fd894d2cf1acce3459fa886583fe6fbe475be0f6edfaf3,2025-11-03T13:40:22.866668
CB410201088,"April 26, 2021",DA Blodgett for Children,Inspection Report,False,e4e60f8a965a69e3979cbb8f213f986f61292ee48af6e4dbbc3ff0f14f903377,2025-11-03T13:40:23.676667
CB410201088,"N/A Due to COVID 19, entrance meeting 4/21/2020",DA Blodgett for Children,Renewal Inspection Report,False,52540246e255ed119e8041d76c7faeb07de896496fa3b5cefcba04832ffc5179,2025-11-03T13:40:24.430730
CB410201088,"June 13, 2022",DA Blodgett for Children,Special Investigation Report #2022C0444014,True,8cb9c32aa0a0e2c5ed5630d56536990594266c43d365424f78ce730810f9135c,2025-11-03T13:40:24.706844
CB410201088,4/25/2022,DA Blodgett for Children,Renewal Inspection Report,False,8beb21674e2e0858c214f861956e43f3aef3c9b1da03fb05deebc5dcc4a8276d,2025-11-03T13:40:25.424225
CB410201088,"January 11, 2024",DA BLODGETT FOR CHILDREN,Special Investigation Report,True,a3aada0c661d8871db5fd95223ae9425f2deac7c4c7f39ce1710759359157b70,2025-11-03T13:40:25.704742
CB410201088,4/8/2024.,DA BLODGETT FOR CHILDREN,Renewal Inspection Report,False,5d33d3cc73c8979a8e5853b1a3c6d15a2fcaf5e0e021342c00334bee5816a83c,2025-11-03T13:40:26.309924
CB410201088,"March 15, 2024",DA BLODGETT FOR CHILDREN,Special Investigation Report #2024SIC0001248,True,4c783b02a9c99d00d75f1d66b956441a46e47e45ac116d74c6017e0645bb4c32,2025-11-03T13:40:26.856967
CB410201088,"June 20, 2024",DA Blodgett for Children,Special Investigation Report #2024SIC0001528,True,a4a23e763f1774ec541fcd44a15e74323b0edd5011fe34069fda75ab3a6dde20,2025-11-03T13:40:28.894898
CB410201088,"November 21, 2024",DA BLODGETT FOR CHILDREN,Special Investigation Report #2025SIC0000133,True,03f359b645bf456c4c91482bc62b1681ae547d49880600a84aebfa54feff384c,2025-11-03T13:40:29.254302
CB410201088,4/28/2025,DA BLODGETT FOR CHILDREN,Inspection Report,False,4272bbaec664af939322cbb3844d76054152f38a938b4d331e723e9247a2d8cf,2025-11-03T13:40:30.306839
CB410201088,"April 22, 2025",DA BLODGETT FOR CHILDREN,Special Investigation Report #2025SIC0000591,True,deadff1330515a397432fa00abd25626a7222766b0736712b66af1a242bad480,2025-11-03T13:40:30.994582
CB410201176,"July 14, 2020",Arbor Circle Corporation,Inspection Report,False,c6c4d4d136c81b0297f6d0b89d03bbda799f0e612c9b60f42b44477cf5a5b9e7,2025-11-03T13:40:31.189063
CB410201176,"June 14, 2022",Arbor Circle Corporation,Inspection Report,False,2bc7d580158eeaac678c3f4368efdf51aa16d4fc6aa1fe5753153fe577f6f74b,2025-11-03T13:40:31.424627
CB410201176,5/25/2023,ARBOR CIRCLE - HOMELESS YOUTH,Renewal Inspection Report,False,71048a02d51c4e06e7eb949864beaaeaed01330843a5baea952651f03961906a,2025-11-03T13:40:31.729935
CB410201176,6/10/2024,ARBOR CIRCLE - HOMELESS YOUTH,Inspection Report,False,a999e031f502ecaa5eb2eb3496b7a127a00e28a6fa772d94f0b1d1c92766bced,2025-11-03T13:40:32.024611
CB410201176,06/02/2025,ARBOR CIRCLE - HOMELESS YOUTH,Renewal Inspection Report,False,db648931bd1a1d36ed07cf3922cc08134d34e0e1cacf06e496a44b3e6f105ed2,2025-11-03T13:40:32.448207
CB410201260,"March 23, 2021",Wellspring Lutheran Services,Special Investigation Report #2021C0112017,True,4b2a59744a99dcee941371d3605c144315b8ef6a4e26d6330f1c52308946837b,2025-11-03T13:40:33.125842
CB410201260,"January 21, 2021",Wellspring Lutheran Services,Special Investigation Report #2021C0112012,True,950af9164bb4e446b176c9126e3b78c099f864b9719162ff8097fdd76d175ffa,2025-11-03T13:40:33.652777
CB410201260,5/24/2021-5/28/2021,Wellspring Lutheran Services,Inspection Report,False,aba3d38d812425bcb198e9ebe7ca1d21746281a88d139100162f4662113c75d9,2025-11-03T13:40:34.239876
CB410201260,05/18/2020 – 05/22/2020,Wellspring Lutheran Services,Renewal Inspection Report,False,59c221561cf2dac286cb76baf7f2a0b206b6cd801bd16e776d6a632cbac94e7d,2025-11-03T13:40:34.842480
CB410201260,"September 22, 2022",Wellspring Lutheran Services,Special Investigation Report #2022C0212021,True,ecea03a1d22844c95518e7e99b1a5b440a2f42dab46e516490418cc781cfce9a,2025-11-03T13:40:35.690314
CB410201260,"July 30, 2020",Wellspring Lutheran Services,Special Investigation Report #2020C0103030,True,2e2a9f7562d2fd04b21454b468ab22811b98bc5ba23748277e1601ebb5f93088,2025-11-03T13:40:36.406311
CB410201260,"May 23, 2022",Wellspring Lutheran Services,Renewal Inspection Report,False,ef1d948d56080c5da3eb500129cab2f4a28fb721a8070a41837e7397836e547a,2025-11-03T13:40:36.822093
CB410201260,"December 17, 2021",Wellspring Lutheran Services,Special Investigation Report #2022C0112002,True,48604892403cd46c86aefd4e50cdf27d9df268af298d7e58f026848d624a29f5,2025-11-03T13:40:37.369022
CB410201260,"December 30, 2020",Wellspring Lutheran Services,Special Investigation Report #2021C0112010,True,addc7caa804125bbfe078cfbacd7e3bfba07a887db6c6c7da8bcb7485622c74a,2025-11-03T13:40:37.630137
CB410201260,5/8/2023,WELLSPRING LUTHERAN SERVICES,Inspection Report,False,6d4e5f2a02dbb5de849e4091c3006153d16af7330ff0dc4f3c6218990085a7c0,2025-11-03T13:40:38.486819
CB410201260,"February 2, 2024",WELLSPRING LUTHERAN SERVICES,Special Investigation Report,True,02d6ca5dcec90c742d07d4d770077c35e11fdac9ae139c5d56c7e20ec9e17ece,2025-11-03T13:40:38.748014
CB410201260,5/6/2024,WELLSPRING LUTHERAN SERVICES,Renewal Inspection Report,False,489345ee2939b04d937074336e489bec045f41d94c038e24acb5a6445e4271ed,2025-11-03T13:40:39.629394
CB410201260,"December 3, 2024",WELLSPRING LUTHERAN SERVICES,Special Investigation Report #2025SIC0000167,True,2f417bac60cdbfef6a66f1496f41c89e7a45e13b96361cd1626392c8a1510c69,2025-11-03T13:40:40.241678
CB410201260,"March 14, 2025",WELLSPRING LUTHERAN SERVICES,Special Investigation Report #2025SIC0000469,True,12e6352a2ffd30872d9a6b00725c1c2ad95975003981433f703a4228ff9cf2f6,2025-11-03T13:40:41.032458
CB410201260,05/13/2025,WELLSPRING LUTHERAN SERVICES,Inspection Report,False,e92ccdd998fcb8566cf820cd6982e73d7e1808e5c5b76a2528e8ebb28378ad3c,2025-11-03T13:40:41.800755
CB410201260,"July 28, 2025",Wellspring Lutheran Services Kentwood,Special Investigation Report #2025SIC0000888,True,95074a68f4e2e705c96038edf055d7dd458aa0c6f0dc252587a83dd1c8dd078d,2025-11-03T13:40:42.475632
CB410201266,"January 24, 2023",Samaritas,Special Investigation Report #2,True,b83a675daf3f47a2686d2fc21d4fa8348fb32ab948c3af0d17f50346f481453e,2025-11-03T13:40:42.972165
CB410201266,"March 14, 2023",SAMARITAS - WEST,Special Investigation Report,True,14b9b4994a4ab750c1d74586d639a7ebaa518f5d2c01052cbe916c883eb44f25,2025-11-03T13:40:43.747978
CB410201266,8/4/2020-8/7/2020,Samaritas,Renewal Inspection Report,False,e269f43f0424e239abed024315fcd2e1763bef935645efe73ba5f7af7c834b0c,2025-11-03T13:40:44.695139
CB410201266,8/15/2022,Samaritas,Renewal Inspection Report,False,9f03f92fc8fc6c0738b76742685abf3e09ba47c0469f6f8a2f718b2a70b72d51,2025-11-03T13:40:45.452046
CB410201266,"April 15, 2022",Samaritas - West,Special Investigation Report #2022C0112005,True,aa3d50da417ced70692317fb2c2e787afce0dbf4bc2776158210f7bc6ee2e26e,2025-11-03T13:40:46.575793
CB410201266,"August 5, 2022",Samaritas,Special Investigation Report #2022C0444018,True,2cc0648f78822559ec5a37a475d0dbb031947e06be0b9fdf71f6e4b9e92d66a3,2025-11-03T13:40:47.113324
CB410201266,"May 10, 2022",Samaritas,Special Investigation Report #2022C0212011,True,0c0df2a901cd0770cbe3aac0bf98ef80d83e03fbbf4302be0f1fb5f3fd77ce7e,2025-11-03T13:40:47.665446
CB410201266,"November 17, 2020",Samaritas,Special Investigation Report,True,1e9bec398a9a33e39b6dba5e286d9ea61ce48f36d6b32f1a20dec2d7a99ccfa3,2025-11-03T13:40:47.770575
CB410201266,9/11/2023,SAMARITAS - WEST,Inspection Report,False,81abfba06b093f68c3e2c23d642f752e7805638a979b5f3cd981014ffa235567,2025-11-03T13:40:48.592922
CB410201266,"March 25, 2024",SAMARITAS - WEST,Special Investigation Report #2024SIC0001271,True,010141b4052ab705742cd80a0fd3d7aff7e1e0d215001b2145092281fcdc4a98,2025-11-03T13:40:49.051205
CB410201266,8/5/2024,SAMARITAS - WEST,Renewal Inspection Report,False,ffb9ba720cdb9d048e53e52c01038f7827f80b83f95b1361acb00c99c27bf422,2025-11-03T13:40:50.077657
CB410201266,"September 5, 2024",SAMARITAS - WEST,Special Investigation Report #2024SIC0001738,True,3848358fb3d606f5ce837b7d22aa724af1d5603896cf9f6e8db78638a1341a82,2025-11-03T13:40:50.443137
CB410201266,"December 23, 2024",SAMARITAS - WEST,Special Investigation Report #2025SIC0000237,True,a269cfe32662b36253b5e969157aba62dcfb8c7af598583ea80caf65bf5cb7f4,2025-11-03T13:40:51.625782
CB410201266,"June 4, 2025",SAMARITAS - WEST,Special Investigation Report #2025SIC0000767,True,0b3e85d418e8ae375a7cda680f96bcc7807f30d8399b9ae25637fe7f64fc7704,2025-11-03T13:40:52.414594
CB410201266,"August 5, 2025",SAMARITAS - WEST,Special Investigation Report #2025SIC0000910,True,711fc8b2f3035b8cb10529831ffd085a445b549aed78beb39fae6b2879f1bd99,2025-11-03T13:40:53.644375
CB410201266,08/18/2025,SAMARITAS - WEST,Inspection Report,False,503b1890401eaaa3c0115ef34ef4b27eeccf59a3aa281bcf1f5476ec2f441602,2025-11-03T13:40:54.212239
CB410245705,"February 2, 2023",CATHOLIC CHARITIES WEST MICHIGAN - GR,Special Investigation Report #2,True,5cf21bda25e39ac71dbf4f469b675e8360c43d23d82ead32ba406e6ec63ec307,2025-11-03T13:40:55.061963
CB410245705,"October 1, 2020",Catholic Charities West Michigan,Special Investigation Report #2020C0103040,True,00c2b2403fdd7001e91fe327fc3c376f93e6e89efc7314ec7a03050ef124c452,2025-11-03T13:40:55.724238
CB410245705,"June 17, 2022",Catholic Charities West Michigan,Special Investigation Report #2022C0444016,True,5963e8777ba056ac919fee8e3642d9eaa42a507aa50696fd208a85a781b2f178,2025-11-03T13:40:55.991075
CB410245705,12/09/2020,Catholic Charities West Michigan,Renewal Inspection Report,False,ba27be01e23171374890fbd80e58ee5c2fec0795d23e9504fba19f2e79f3cd64,2025-11-03T13:40:56.812621
CB410245705,"December 13, 2021",Catholic Charities West Michigan,Inspection Report,False,2524a2525892670257c50d6ee1c4cd451776946bc34e1ecd30f4415ca945b973,2025-11-03T13:40:57.359398
CB410245705,12/4/2023,CATHOLIC CHARITIES WEST MICHIGAN -,Inspection Report,False,7c3d22f3e2ddd2cc0cfc6204ebaa00803761cb4980e30dfc7bdeb82fd522e3b3,2025-11-03T13:40:58.291612
CB410245705,"June 17, 2024",CATHOLIC CHARITIES WEST MICHIGAN -,Special Investigation Report #2024SIC0001518,True,4fe1eeee77e95944009c98dc12e2646f465a2a543daa5c9ecd95065930a7feee,2025-11-03T13:40:59.317860
CB410245705,"June 17, 2024",CATHOLIC CHARITIES WEST MICHIGAN -,Special Investigation Report #2024SIC0001518,True,2a65e88880422076436b7e42097c5ba3e1d597e5e9dcb105a9c4eeb3361abd06,2025-11-03T13:41:00.237342
CB410245705,"July 1, 2024",CATHOLIC CHARITIES WEST MICHIGAN -,Special Investigation Report #2024SIC0001555,True,f9a326600465867d20f9771e6c075feaabdc7fa89b0c56a6030b0bbdd9f14717,2025-11-03T13:41:00.898515
CB410245705,"July 23, 2024",CATHOLIC CHARITIES WEST MICHIGAN -,Special Investigation Report #2024SIC0001613,True,8fe80b79b3db3e1c04626e89bf2ee9b15de8fb097560e34a60edc7abecaa3889,2025-11-03T13:41:01.860399
CB410245705,11/18/2024,CATHOLIC CHARITIES WEST MICHIGAN -,Renewal Inspection Report,False,fd058518197137857862e03a34788c9a05798de24cc1b5925d4bc4e7d16e65fa,2025-11-03T13:41:02.544119
CB410245705,"June 16, 2025",Catholic Charities West Michigan - Gr,Special Investigation Report #2025SIC0000801,True,f2a4e1475785f40a1e0aa93a29f126eac0364cc6f694a3ada19379c1ec5a9d35,2025-11-03T13:41:04.049543
CB410245705,07/15/2025,CATHOLIC CHARITIES WEST MICHIGAN -,Special Investigation Report #2025SIC0000858,True,8d1ab87b8aebdb025cc01b50b6af8a4e16c8bafa4cb47bb56e80b24ec5ef8194,2025-11-03T13:41:04.657766
CB410252631,3/20/2023,"GREATER HOPES FAMILY SERVICES, INC.",Renewal Inspection Report,False,bfadb8639334472535db765ff584f0df2a5e9884c580d79fe52e3a17b0c21c31,2025-11-03T13:41:04.953654
CB410252631,03/29/2021,Greater Hopes Inc,Renewal Inspection Report,False,a9f0aa736c69b262b9f4c715f59d16c3a65a5d053092c9069fa42ea16ae63654,2025-11-03T13:41:05.267800
CB410252631,"October 30, 2002","Adoptions Of The Heart, Inc",Licensing Study,False,ec4b14c27a8ebd55d281df3b9f9aa7cac84edf8c2ad8f79a1734e895fda67ad2,2025-11-03T13:41:05.418008
CB410252631,"April 4, 2022",Greater Hopes Inc,Inspection Report,False,a80efd001952c2de4a832ed552f49beff9b9e8f4aec6203cb2acbfa7e800db1c,2025-11-03T13:41:05.753679
CB410252631,"November 16, 2023","GREATER HOPES FAMILY SERVICES, INC.",Special Investigation Report,True,7644c4337b0b1f530865164f8b3bf2d9bb4290d613a9f77b7be092df47155721,2025-11-03T13:41:06.211147
CB410252631,4/29/2024.,"GREATER HOPES FAMILY SERVICES, INC.",Inspection Report,False,894d051ea496126065fcab975df261bb18dc889263025d4c527813835072c19a,2025-11-03T13:41:06.497696
CB410284045,"July 12, 2006",Families Through Adoption,Licensing Study,False,175d610a96f1a6eaa92a9ce1695e2067d3c0c08e60219f092ce470765bc835cd,2025-11-03T13:41:06.657066
CB410284045,"November 30, 2021",Families Through Adoption Inc.,Inspection Report,False,b9a00a24b85ed765fd1e6e93cf72ccc0a61e87700470dbdf3b3a10c483fed11e,2025-11-03T13:41:06.951540
CB410284045,2/12/2020,Families Through Adoption Inc.,Inspection Report,False,99826934ffafff37b65ee032808a6f8eac0fae33b354fb374c8d0c6502683be5,2025-11-03T13:41:07.163065
CB410284045,Total No. Of Records No. of Records,Families Through Adoption Inc.,Renewal Inspection Report,False,9d2eabdfb8352f59aeda169538ca70c22abce0e5f882ecf37279b0eef5e30027,2025-11-03T13:41:07.344518
CB410284045,11/13/2023,FAMILIES THROUGH ADOPTION,Inspection Report,False,231723fc83cdf1f71b45f7746c21f98ffdc4ac69492f8b50c6c1e05f3c7a8927,2025-11-03T13:41:07.627836
CB410284045,11/12/2024,FAMILIES THROUGH ADOPTION,Renewal Inspection Report,False,5a98017bcf4133d2b2d0ad3b3d28139b2d18a7186dc22baf24017aae43f3e97d,2025-11-03T13:41:07.895583
CB410381414,"May 25, 2017",West Michigan Partnership for Children,Licensing Study,False,1431a94d71a09fa095a7cabdea407136dd18dd9f1666c93730749dc469fd8e5d,2025-11-03T13:41:08.135002
CB410381414,Inspection completed remotely as the agency was still not back,West Michigan Partnership for Children,Inspection Report,False,6b7fcbc39985ac0c5d5e7bca421934305596d8b45f60fda0c04a2729868e8670,2025-11-03T13:41:08.491895
CB410381414,Renewal completed remotely due to COVID 19 restrictions:,West Michigan Partnership for Children,Renewal Inspection Report,False,ab8e40e30474b4d3502595a88b2534b0f10d38bd15007c6eed50d9bc35b8af4f,2025-11-03T13:41:09.011630
CB410381414,No onsite inspection occurred as the agency currently in,West Michigan Partnership for Children,Renewal Inspection Report,False,6878a7c4f7f6893884e86c4a07f1fad77cac218161165076170a1e0c12b4ab59,2025-11-03T13:41:09.436588
CB410381414,"June 1, 2023",WEST MI PARTNERSHIP FOR CHILDREN,Inspection Report,False,61a6425a5915853e2955ae59106cebff4dfd4e1c78730511699466ea4297993b,2025-11-03T13:41:09.956736
