sha256,response,violation,input_tokens,output_tokens,duration_ms
2f5c6295cc01e7376feecc1500d6eea8be2f94b1744cc9da76e7bc76f65d79ab,"New Hope Youth Center failed to provide a youth's psychotropic medication for six days due to an inactive insurance issue, waiting for a foster care worker to return from vacation instead of escalating the issue or paying out-of-pocket to secure the medication immediately. The facility's policies on medication administration and notification were violated, placing the responsibility squarely on the facility for inadequate procedures and staff inaction.",y,1825,88,11004
30137f8deacf49cd7eb8e822e4d1d92c997869113ccd77ae9fd6ba11c8727a4b,"A special investigation was initiated by the Michigan Department of Health and Human Services in response to an allegation that an independent living home operated by Samaritas had an ongoing bed bug infestation, specifically in Youth A's room, and that the agency was not helpful. The investigation found that staff responded promptly to the youth's report, provided supplies, and assisted in cleaning. Pest control inspection reports from previous months showed no significant infestations, and an on-site inspection found the home clean and without signs of bed bugs. The agency was found in compliance, and no violation was established, indicating the facility's response was adequate and culpability for neglect is not supported.",n,1429,141,10498
302db722d40dff543d8c3866f35384c685a8b77768122969cfc1108873605534,"A child died in an unlicensed relative foster home. While the agency was found not responsible for the death notification as the case had transferred back to the state earlier that day, the investigation uncovered several documentation and procedural failures, including late provision of required caregiver information, a late service plan, a late home study, and a missing placement exception request for a home with over five children. The agency bears clear responsibility for these regulatory violations that occurred while it had case management duties.",y,4069,106,8305
30958067ee527ff5d5dd040844993e91d51c8009251c9782e74e7dbc5cd0454f,"A youth alleged that during a restraint on August 4, 2024, a staff member placed him in a choke hold. An investigation included interviews with the youth, staff, witnesses, and a review of video footage and documents. The investigation found no evidence on video or through corroborating accounts to support the claim that staff placed hands on the youth's neck. Based on the preponderance of evidence, the facility was found in compliance and no violation was established.",n,3361,106,7733
309d9a192e8455725ef010980a92a55188985845a4fbf9b5bf39e7e8ec62ebe5,"The Saginaw County Detention Home was investigated for serious violations regarding improper restraint techniques, failure to administer prescribed medications, delayed medical care for an injury, failure to report suspected child abuse, and inappropriate use of a suicide smock as a punishment. Staff used untrained and dangerous physical restraints, and a nurse withheld a youth's psychotropic medication without medical consultation. The report substantiates multiple failures in policy and procedure, with significant culpability falling on both facility management and contracted medical providers.",y,21371,110,11503
30cd2c47361059cfa79135a327021d88ca432c7e8d9fa75622058304a04f15ed,"The Michigan Department of Health and Human Services investigated two allegations against the Wolverine Center: that a staff member physically assaulted a youth and that a staff member threatened a youth. The investigation, which included interviews and video review, found no evidence to support the allegations, concluding the facility was in compliance. The investigating consultant noted the youth making the allegations has a documented psychotic disorder and history of hallucinations, which likely contributed to the unsubstantiated claims.",n,5042,99,5883
30eddb6621eee58e4cdfe3161b64bb7966504b65549fe75181e2208ce36eb595,"A special investigation was opened after a rumor that a pregnant youth at Vista Maria was impregnated by a staff member. Interviews with multiple youth and staff consistently denied the allegation, and two medical pregnancy tests for the youth came back negative. The investigation concluded no violation of licensing rules regarding sufficiency of staff or misconduct was established, finding the complaint was based solely on an unsubstantiated rumor.",n,1671,88,4785
30f5395d3cddd1b9d8f3332dc4efe917572b61093d41f67c0d019cfa391d7f43,"The Lutheran Adoption Service was investigated for failing to submit finalized adoption case records to the state's Department of Health and Human Services (MDHHS) within the required 12-13 month timeframe after adoption finalization, as mandated by state rule. The investigation substantiated that 22 out of 53 cited cases under the Lansing license were submitted late, though the agency cited systemic challenges like staffing losses and logistical issues with multiple statewide offices. The primary culpability lies with the agency for failing to establish and maintain an effective compliance system, despite the noted operational difficulties.",y,3062,125,10022
30fd29142c7dd1fff26e4417fd36ed6b11020646fb458dd7cd80c9e5b91ba05b,"An investigation at The Sanctuary group home found that Staff 1 engaged in inappropriate boundary violations, including hugging and kissing a youth on the forehead, and had unauthorized phone and social media contact with youth after hours. While sexual misconduct allegations were not substantiated, the agency itself was found in violation for lacking policies to prevent such contact and for failing to promptly report the concerns as potential abuse. The agency's systemic policy failures and poor oversight are more culpable than any single staff member's actions.",y,6495,109,8720
3105578c901906ee4c0a18d8180fc3cb61eeb5d9dd0191b828b809f0b5839c15,"Guiding Harbor placed a 16-year-old foster youth in an unlicensed, unrelated home for 23 days without proper licensing, violating rules that require placements only in licensed homes or with relatives. The agency acted in response to the youth's repeated AWOL incidents and a breakdown with her licensed foster parents, but failed to secure an appropriate placement in time. The licensing consultant concluded the agency is culpable for the violation despite its efforts to manage a difficult situation.",y,5378,104,7509
31109ddca3ff5274af6cfddf05cf305355bf0e57ff204240de5a05b1a9a277e5,"On June 16, 2023, at the Macomb County Juvenile Justice Center, staff member Staff 1 physically restrained Youth A after Youth A threw a chair. During the incident, Staff 1 and Youth A fell to the ground, where Staff 1 improperly placed his hand on Youth A's face and held his head down for nine seconds, a technique not taught in the facility's approved restraint training (MACH). The investigation, which included staff and youth interviews and video review, concluded Staff 1 performed an unsafe and inappropriate restraint. The report indicates primary culpability lies with Staff 1 for his improper actions, though it also notes a failure of de-escalation leading to the incident.",y,5614,154,12494
311499d791f54a57d450d8c4ea2b8d92ecacb12e1949d1112b29357404b4d7db,"Samaritas - Bay, a child placing agency, was investigated for multiple allegations. Violations were substantiated for medication mismanagement (lack of clear policy, inconsistent administration/dosing), staff leaving youths unsupervised and sleeping on duty, and improperly threatening to withhold youth stipend checks. Other allegations regarding diet, medical records, transportation, contracts, racial slurs, family team meeting invitations, visitation, housing safety, and security protocols were not substantiated. The facility bears clear responsibility for the established violations, which include repeat offenses.",y,19229,118,15154
31177dbdb79e3c37abf978472f97fa64c374abc0615b5918a86baa6e9431f5e7,"The Michigan DHHS investigated allegations of possible sexual assault and inappropriate staff conduct at Mission Ranch, a child welfare facility. The investigation did not substantiate the specific allegations of assault or bra-snapping, but it did substantiate two rule violations: staff entering a youth's bedroom alone during night checks (a repeat violation of supervision policy) and failures in following health service policies, including not promptly seeking medical evaluations and improperly using a suicide screening tool. While the most serious allegations were unproven, the facility is clearly culpable for systemic failures in supervision and medical protocol compliance.",y,8297,126,6759
3138856e4a7ba952184d5d1a9339dcb8203d5712bec9a6cca08161e04ec5b7be,"Two allegations were investigated: a staff member left two young children in an unstarted car for 10-15 minutes in cold weather, and another staff member physically handled a child during a difficult visit transition. The first allegation was not substantiated as the staff remained nearby and weather conditions were not deemed dangerous, while the second was substantiated after video review showed improper physical management. The facility demonstrated some proactive steps post-incident, but culpability primarily rests with the second staff member for using unauthorized physical restraints.",y,4858,113,5893
319e7f8d08614b0a01888c92ca1678c90eccb4fe5abb6381ebfddce09e44dc22,"A special investigation was conducted into allegations that a youth traded medication with a staff member and that a youth attempted to suffocate another during unsupervised nighttime hours. After reviewing documents and interviewing staff and youth, the investigator found no evidence to substantiate either allegation. The report concludes the facility is in compliance, and no party was found culpable for the alleged incidents.",n,2564,83,7702
31d0009ea9f7aac7266b2e5299a068c0a2f275a590a28525ee76c15e529c6800,"The investigation examined two violent altercations between youth at New Hope Youth Center, including a broken nose, and found staff intervened appropriately. No violations of Rule 400.4126 (Sufficiency of Staff) were substantiated. While the report concludes compliance, multiple accounts suggest staff were overwhelmed and struggled to prevent the assaults.",n,7246,77,7043
320db7e0dcd86e12b5ff78ab49851089682b6d1ab518db1cb22f9795749b5e75,"The investigation found that foster parents were consistently late for scheduled visitation between a birth mother and her child, resulting in lost visitation time that the agency did not fully compensate for. The agency's policy to extend visits when foster parents are late was not consistently followed, and the foster care worker was not initially aware of the issue until the birth mother raised it months later. While the agency is now addressing the missed time, the primary culpability lies with the agency for failing to ensure the visitation plan was properly implemented and supervised.",y,3438,115,13233
3212971385d311d28d061347571d2f5857cdf93099a52385717871b0aa49e145,"The investigation into a residential facility found multiple violations, including staff sleeping on duty, falsifying supervision logs, texting while driving a youth, failing to follow safety plans leading to self-harm, and employing a staff member with a confirmed case. While several original allegations about inadequate staff-to-youth ratios were not substantiated, the report reveals systemic failures in supervision and compliance. The facility and its management bear significant responsibility for these repeated and serious violations.",y,7140,100,6103
325105efb860b885eed9b7b240a32af2238462d93ac1841cb0b637d4efae761b,"A special investigation was conducted regarding allegations that a youth in an independent living program was in an unsafe environment due to domestic violence history, substance use, and risky activities. The investigation found the youth was in a safe, clean placement with supportive friends, actively receiving services, and the agency had provided appropriate support and monitoring. The agency was found in compliance with all rules, with no culpability for the alleged concerns.",n,2309,93,4714
326010b53cc12dcf4b20bc5d3b92c2ec4dc050f58facd068eaa1e2e23ec4c79f,"An anonymous complaint alleged mold at an independent living home, but the investigation found no evidence. Interviews with residents and staff, along with a video inspection, revealed no mold or reports of illness. While a separate city inspection noted structural and maintenance issues needing repair, no policy violations regarding health or safety were substantiated. The agency appears to have followed protocols, and the culprit for the false complaint is unknown.",n,2401,92,4980
3267b7d61b5e7ff1f89c389ae844d50f13f9d0d2a391762596c659cc7b64dac4,"An investigation into allegations that Judson Center's foster care worker failed to complete service plans and make timely reunification efforts found that the Initial and Updated Service Plans were completed on time, and delays in obtaining trauma assessments for two foster children were due to external factors. The report concludes that no violations were established. While procedural delays occurred, the investigation found no fault or culpability on the part of the agency or its staff.",n,1982,96,9044
3269725dae20ada1d2e28233945290534ae321f268d3ddfd8a0b14dc8452f411,"A youth attempted suicide by wrapping a cord around his neck, resulting in a mark. Staff responded by consulting nursing and clinical staff, implementing an Acute Risk Intervention Plan, clearing the room of hazards, and providing care per nursing advice. The investigation concluded the facility followed its health services policies properly. No individual or systemic culpability was found as staff followed protocol and no substantial violations were identified.",n,3694,89,31979
3292a473df4860fbebac7660036fb852918732d72cf194e2c6e3d9ea7bf5c2a1,"A fight occurred between three youths at Vista Maria Open Residential on May 5, 2025, but investigators found insufficient evidence that staff laughed and failed to intervene, concluding that a specific rule violation for staff conduct was not established. However, the facility was cited for a repeat violation of insufficient staffing, as documented schedules and staff interviews confirmed they were out of ratio, which hampered supervision and crisis response. The report suggests that while the immediate staff conduct allegation was not proven, systemic staffing failures created the dangerous conditions that allowed the incident to escalate.",y,4421,119,8018
32c21ffe712a9718d5d7a7269ac7180ba1a78fd2188cd4487e0e35f0036f7280,"On May 8, 2022, a physical fight involving multiple youths occurred at Wedgwood Christian Services' East Campus, and staff failed to effectively intervene or stop the assault. The investigation substantiated that Staff 2 used inappropriate language, may have struck a youth, and failed to protect Youth A from being beaten by other youths, while Staff 1 failed to properly call for backup or immediately report Staff 2's misconduct. The facility's supervisors also made inappropriate comments and failed to ensure proper reporting, indicating a systemic failure in management and staff training that contributed to the incident.",y,8952,128,7036
32d1399a08a5affb93bfbe73e4d411c48d88787b7ebc989a10035cae896e590a,"An investigation was launched after an allegation that a youth (Youth A) did not receive necessary medical treatment following a restraint and seclusion incident where he banged his head and body. The investigation found staff followed policy by conducting verbal and visual assessments, determined immediate emergency care was not required, and facilitated a medical visit days later which confirmed only minor injuries. Culpability lies more with a lack of clear medical protocols and staff training in injury assessment rather than with deliberate neglect or a clear policy violation.",n,8786,110,6298
32e428f0f58ddd6b00d81d3f9c28fc3e5d4d3b209b0e73d2d49229c4dc5362d8,"On May 15, 2020, a staff member at Children's Village physically restrained a resident who was attempting to walk out a door to speak with a supervisor, incorrectly interpreting the action as an attempted escape. The investigation found the restraint violated facility policy and training by being a one-person, non-proportional intervention that escalated the situation, instead of using de-escalation techniques. The staff member is primarily culpable for the violation, though facility oversight is also implicated by the incident.",y,7672,110,16891
32e9b600f45bd55c3e902e70610bdd6c55fa65b51aba027d82c994ca2c6a9f00,"The agency repeatedly canceled scheduled parenting time visits due to staffing issues and failed to make up the lost time as required by Rule 400.12421, despite having a plan to track owed time. The investigation confirmed multiple cancellations via case notes, text messages, and interviews. Culpability weighs toward the agency's staffing management and coordination failures rather than intentional noncompliance, as they attempted to provide extra parenting time but were inconsistently executed.",y,4357,101,84127
32f0de5aa95f84da648abdddc5d3896b33690a70a018767bcf63507f499b1a61,"A Michigan child caring institution was investigated for allowing youth residents to perform off-campus work for staff members' personal benefit, such as building docks, clearing brush, and tracking deer, with compensation in snacks and soda. The investigation substantiated this as a violation of rules protecting youth from exploitation. While an additional allegation of improper physical intervention by a staff member was not substantiated, the facility is clearly culpable for the systematic failure to prevent youth labor for private gain.",y,5298,104,5862
32f1d429b9ab56e7484cbf7600e029120d936156ef9b6b00ac13777a8f891604,"A staff member at Lincoln Center physically assaulted a youth after the youth threw urine on him. The facility also failed to properly manage the youth's seclusion after the assault, did not provide immediate medical attention, lacked updated policies, and failed to implement interventions to address ongoing bullying among youth. The report indicates a clear failure of supervision and systemic compliance by the facility's administration.",y,7857,85,3636
330e5008a2017d1e4b576e89d95096551fb08fd683456e6da3b983effd6015e2,"The Michigan Department of Health and Human Services investigated Child & Family Services - Northeast Michigan for failing to involve a mother in medical decisions for her children in care and for poor communication regarding parenting time. The investigation substantiated violations including not notifying the mother of medical appointments per a court order, failing to timely complete service plans and document a placement change, and not maintaining updated medical passports. While the agency communicated extensively with the parents, the documented failures to follow specific rules and court orders indicate significant agency culpability for procedural and compliance lapses.",y,3380,118,62854
3334d5691643d56f40ce455bbdb68342327c4f449b1ade4c31116e03c5f8882e,"A resident called a staff member a 'bitch' during a snack-time escalation, and the staff member reportedly responded in kind, violating facility policy prohibiting verbal abuse and requiring de-escalation techniques. The facility has a documented pattern of similar violations. While the resident initiated the profanity, the staff member holds professional responsibility for maintaining appropriate conduct.",y,2059,81,7092
3338ba37a145d72ca8bf970544bfdccb82f746cbfa01feaca585ccf6ea5a0849,"The report details an investigation into allegations that a youth (Youth A) was slapped and pushed by a staff member (Staff 2) at a residential facility. Multiple staff and other youths denied witnessing any such physical altercation by staff, and Youth A gave inconsistent accounts about the location and details of the alleged push, as well as the cause of his wrist injury. The investigation concluded there was insufficient evidence to support the rule violation. While allegations of staff abuse were not proven, the report highlights Youth A's significant behavioral challenges and suggests a pattern of him making accusations possibly to get removed from the facility.",n,3415,132,9652
3349e78c2d77fb771d44c434986ea7abd09de7cf969373f6721dff1a56997b5f,"An investigation was conducted into allegations that a youth, Youth A, was inappropriately touched by peers and touched others at the Muskegon County Juvenile Transition Center between April and November 2023. The investigation, which included multiple interviews and document reviews, found no evidence to substantiate these allegations and determined the facility was following its safety and supervision protocols. Youth A was identified as having exhibited significant hypersexualized behaviors and was placed on a specialized safety plan. The investigation concluded the facility was in compliance with all rules, and no culpability was found against the facility or its staff.",n,4415,130,10806
334adb1132e3e0df7b0ed118bdf865add62987c32847fafe7979de6ce80bc676,"The report details an investigation into allegations that a staff member provided her brother's contact information to a 17-year-old youth for the purpose of starting a relationship. Staff 1 and Youth A denied the allegations, Youth A became uncooperative and went AWOL, and no corroborating evidence was found, leading to a 'Violation Not Established' conclusion. While the investigation could not substantiate the claims due to insufficient evidence, the staff member's immediate termination following a related argument suggests serious operational concerns.",n,2151,113,10453
3363a772ce521ec8f7623932b903c93e8ece48a65494da76e796ce9e522a7afc,"The Michigan Department of Health and Human Services investigated an allegation that New Hope Youth Center used blanket 'pause' restrictions as punishment for youth behavior, specifically after a youth went AWOL, which the complainant argued was not trauma-informed. The investigation, based on staff and youth interviews and document review, found the facility had individualized trauma safety plans and consistently applied program consequences, concluding the allegation was not established. The facility was found in compliance, with no culpability assigned for the reported concerns.",n,3124,108,12788
336fd1fceab6b73608b66bb43e6e6dd5af8e501eebcc6d39e26d5e16135ba929,"An investigation found multiple reports from youth alleging that staff, particularly Staff 1, used vape pens while on duty and supervising youth, and that some youth were allowed to use staff vapes. While the allegation of staff providing vapes to youth was not substantiated due to insufficient evidence, the investigation concluded there was sufficient evidence that staff used vape pens on-site, violating the facility's smoke-free policy and the rule requiring policies for resident safety and supervision. This was documented as a repeat violation, indicating a systemic failure by the facility's management to enforce its own policies and ensure staff compliance.",y,5588,130,9161
3375c0b7c8488fccc1ff65345d42e3db4d712f4d0c5b3c7a4d694b617e03dbe7,"The Lincoln Center failed to submit timely Corrective Action Plans (CAPs) for previous violations, despite multiple reminders, deadline extensions, and offers of technical assistance from the licensing consultant. The Chief Administrator, Tia M. Cobb, acknowledged systemic struggles and communication failures. While technical difficulties with the CWLM system were cited, the failure to utilize offered alternative submission methods resulted in culpability for the Chief Administrator's responsibility to ensure compliance.",y,2093,98,7870
33c6a24c1d0a8694bf8c340de7ab9f990726cbe5ea9bbc756c4a906b4a0a9ba4,"A special investigation was conducted into allegations against a supervisor at Wolverine Center involving inappropriate relationships with staff, tampering with incident reports and video footage, providing contraband (weed vapes/edibles) to youth, and physically assaulting a youth. Investigators interviewed multiple staff and youths, reviewed documents, and found that, with one exception, all interviewees denied the allegations and no supporting evidence was discovered; a single youth's claims were not corroborated. The report concludes that no violations were established, effectively clearing the supervisor of the allegations.",n,2974,123,12933
33dd5e2e3661cb61754e8c4b7ecf1719eda283cad6e4b194e3ba72956172682f,"A physical altercation between two residents, Youth O and Youth A, led to an allegation that inappropriate touching had occurred between them weeks earlier. The investigation found conflicting accounts: Youth O refused to discuss it, while Youth A claimed Youth O was the instigator but did not report it, and staff stated they were unaware and had been supervising. The facility responded by moving Youth O to another unit and creating a safety plan. Based on the evidence, the investigator concluded there was no violation for insufficient staff supervision, as staff were not shown to be aware of the alleged incidents.",n,2631,126,10600
33edc27c24e694a2dcc06172f09164e96e1cadd4f0691e1e6c1cd97cd75b5c31,"The investigation found that Youth A's allegation of being raped was not supported by evidence and likely occurred during a truancy outside the facility, not within the independent living program. The agency properly followed protocols by issuing a 30-day notice and transferring the youth to a more appropriate mental health service upon determining the placement was unsuitable. The agency's actions were in compliance with licensing requirements, maintaining no established violation.",n,1584,96,110554
3435e47e1d2f3a0df80f07a0d905945541941bfca9b249ab04ae31cf6dca524a,"An investigation found that Bethany Christian Services removed a child from a relative placement without first adequately working to resolve safety concerns or fully assessing other identified relatives for alternative placement. The agency failed to maintain placement stability as required. The report indicates culpability lies with the agency, specifically with the former foster care worker who created an adversarial relationship instead of collaboratively resolving issues.",y,1897,83,12433
34634750f2a2e7d5c770ccc3423c5bd055abebc61a3547a849183dac169e579b,"The investigation examined an allegation that a staff member pushed and hit a youth (Youth A) during a physical altercation at a youth facility. Multiple interviews and a review of video evidence revealed that the youth initiated physical contact by pushing the staff member, and the investigation found no evidence that the staff member struck the youth. Therefore, no licensing rule violations were established.",n,4512,84,8875
3473e56ea67eed7de6c850df426642fb745c95af81e32d60f95ee3079650e2db,"A special investigation was conducted following an allegation that a staff member pushed an 11-year-old youth's head into a wall. Multiple interviews with staff, the youth in question, other youths, and a review of incident reports and policies found no witnesses or evidence to corroborate the allegation, concluding that a violation was not established. The investigation documented the youth's significant behavioral issues, including assault with a weapon, theft, and aggression. Based on the findings, the facility is considered in compliance with licensing rules.",n,3481,113,7410
34884bf8f4fe30e16176db158642eeacda8782683be717dcc5845dad4ae597c2,"This Special Investigation Report details an investigation into allegations that Staff 1 inappropriately touched Youth A's private parts and made sexually explicit comments to Youth B. Interviews with multiple staff and youth consistently denied any knowledge of such inappropriate behaviors, with many stating that youth sometimes fabricate complaints to get staff in trouble. The investigation concluded that no violation was established and the facility remains in compliance. The report appears credible with thorough interviews and documentation reviewed, supporting the conclusion that the allegations were unsubstantiated.",n,2937,114,163421
34a1b2c5a8fb30226128803e01d6d6c7092372a946d7a46f03bd442bb6cbd655,"A physical altercation occurred at a child caring institution where a youth (Youth A) attacked another youth (Youth C) with pencils. Staff intervened, and Staff 2 threw Youth A to the ground in a controlled manner, resulting in him being restrained in a prone (face-down) position for about a minute. Based on video and interviews, the facility is culpable for violations as staff used prohibited techniques including throwing a youth and a prone restraint.",y,5397,102,7079
34b883cc2de9e480fea8eee0ba3b348d4010cfa856283a44d07ff4ed0145515d,"A youth at Children's Village was injured during a physical restraint after becoming upset over a snack. The investigation found staff improperly used an unwarranted restraint, continued moving the resisting youth, and used an untrained 'kneeling position' technique, causing the youth to hit his head and sustain a laceration. The report also cited a failure to provide annual refresher training on schedule. The facility is found culpable for repeat violations of safe restraint practices and training requirements.",y,12813,106,12448
34ccefd335d02c6da932b123c28eb45703825e6905c8ce5fec5eb1679111946f,"An allegation was made that staff members physically struck and scratched a youth during a restraint, violating intervention standards. The investigation, which included interviews with staff, youth, and the complainant, as well as document and incident report reviews, found no evidence to support the claim, concluding that no such restraint occurred. The youth involved has a documented history of making false allegations when upset or held accountable, and the facility's policies and incident logs showed no record of the reported event, indicating the staff were not culpable for the alleged violations.",n,3755,117,12614
34dd2bf413247da13b02d397a60ebdb142440674ea02aea5782e0f8af98e60ea,"The investigation centered on an incident where a youth (Youth A) became disruptive and aggressive, pushing a staff member, and was subsequently placed in a two-person standing restraint. Video footage and interviews confirmed the youth charged at staff and was appropriately restrained, though technical advice was given to avoid walls during restraints. The allegation of a policy violation (improper physical intervention) was not established.",n,2281,88,12579
351c50795a82df3938f72c8e4136482ef1023e40eefac2a45f7fe57c73f5166d,"A resident in the facility's Human Trafficking program and another resident in the Cognitively Impaired program planned and engaged in sexual activity in a bedroom after staff failed to notice one resident leaving the common area. The investigation substantiated that two staff members, both new with only two weeks of experience, failed to provide adequate supervision, making the facility culpable for the violation.",y,1827,86,7835
3538fa740bc41c21f1101da23b87e07287b0d639bd42dd5ae675f1a6b90e75f3,"The Michigan Department of Health and Human Services investigated Vista Maria-Mental Health after youth reported being denied alternative dinner options, going hungry when meals were inedible due to dietary or religious restrictions, and receiving cold food. The investigation substantiated that the facility failed to ensure all youth received three nutritious daily meals as required, citing systemic failures in meal service coordination and accommodation. The primary culpability lies with the facility's administration for failing to oversee its contracted food service and implement effective policies to guarantee consistent meal access and quality.",y,3743,115,10367
355b7dc6a5885c6618f73c1dd74bb004e9b50525accb06d5b1bf5b5b23063125,"A special investigation was conducted into allegations of maggots in the home and mold in a basement at a Samaritas facility in Flint. The investigation found that the maggots resulted from spoiled food left by a youth, which was cleaned, and that the mold was mildew in basement carpeting, which was later removed. The agency was found to have responded timely with cleaning, maintenance requests, pest control, and resident training. While the report finds no code violation, the agency shares responsibility for the unsanitary conditions as the licensed provider overseeing the living environment.",n,1370,124,9660
35beba41d973ed8b3bf449d27d52c2b8967844fa15c16c23869e298b3d2c9e6a,"A complaint alleged that Oakland Family Services failed to timely close a foster home license after the family moved to Florida in March 2022. The investigation found the agency was aware of the planned move, communicated with all relevant parties, and the family repeatedly expressed a desire to keep their Michigan license open until they officially requested its closure in August 2022. The report concludes the agency acted appropriately and no violation was established.",n,2930,95,8497
35e1831ed6f97b22b50ad011e00046e7f871e07b4c00430a72f57782570e6293,"The Michigan DHHS investigated the Osceola Youth Center for failing to enroll youth in school within the required five-day timeframe and for potentially insufficient staff supervision of online learning. The investigation substantiated the enrollment violations, finding 14 youths were enrolled late and one was never enrolled, but found the supervision allegations were not established. The facility is culpable for systemic failures in its school enrollment procedures.",y,2786,89,6388
360ab7f51c377804aa2378d6862c57fa3ab3adc248e00e7e039152b9c94f0c98,"A former youth resident (Youth A) alleged she was raped by another resident (Youth B) during an AWOL incident 1.5 years prior and that staff failed to respond. The state investigation found that the facility documented the AWOL and sexual activity, provided follow-up medical tests, and concluded no staff were informed of a rape allegation at the time. No substantial licensing violations were found, and the facility was cleared of culpability for failing to report an alleged sexual assault.",n,3806,107,4593
369d4ff7dd061cfe2d53d7f56e61d09cc71e48523b71080d824abd87ebee7ec7,"Bethany Christian Services hired a social service supervisor who lacked the required four years of experience, as the facility used an outdated job description with a three-year requirement. The facility self-reported the violation after an internal audit and obtained a variance to allow the supervisor to remain in the position. The facility is culpable for failing to verify hiring requirements against current licensing rules.",y,1257,84,6761
36f32b57dab8438496dba65904b59ab26340d6c2cff456a1d40cb2c97e3b4167,"The investigation examined allegations of unwarranted restraints on a youth at New Hope Youth Center on March 11 and 12, 2023. While the use of restraint was found justified based on the youth's aggressive and unsafe behavior, the facility was cited for a procedural violation because they failed to file separate incident reports for each individual restraint event. The center's staff, particularly Staff 5, are culpable for poor documentation, but the restraint actions themselves were deemed appropriate given the circumstances.",y,4322,110,8498
372e1b657afdeb253852f6733e31cb207602a41abf7ff638d7067ae7dada417b,"A probation officer at the Kent County Juvenile Detention Center was found to have engaged in sexually implicit text message communication with a youth on home pass and maintained inappropriate contact with other former residents, violating professional boundaries and confidentiality policies. The investigation revealed she shared youth information with her boyfriend, who she claimed sent the messages, and she was terminated. The report indicates the officer is directly culpable, and the facility has a repeat violation for failing to ensure staff compliance with professional conduct rules.",y,6565,107,11819
3735bb73f3131f199e40edc462d37b7ed4d296ff8ff1b232e33089575a1aa6e1,"An anonymous complaint alleged that Wedgwood Christian Services' East Campus facility had insufficient supervision due to one-to-one staffing issues, staff cell phone use in the milieu, and a youth going AWOL during an outing. The investigation, which included interviews and document review, found no evidence to substantiate these claims, concluding that supervision levels were appropriate, cell phone policies were enforced, and the AWOL incident was not due to negligent supervision. The facility was found in compliance, and the investigator's report places no culpability on the agency for the alleged violations.",n,6174,122,47268
37624516e546e191c715db52fb746840d1d6b9116ba3980c01d466773b12cad4,"Catholic Social Services of Washtenaw's licensing staff failed to properly vet and remove an adult with a felony criminal history from a foster home, allowed him to sleep in the same room as foster children and provide unsupervised care, compromised a DHHS abuse investigation by prematurely alerting the foster parent, and submitted a deficient special evaluation report. The agency's supervisor and worker demonstrated significant lapses in judgment and procedural compliance, making the agency primarily culpable for the systemic failures.",y,6860,106,6278
37687877fbc323203fe194f09780bcb67115c00bbf074492e278115a80f08f51,"The Michigan Department of Health and Human Services investigated allegations of insufficient staff supervision and improper health service procedures at Vista Maria after a youth (Youth A) self-harmed using a broken tile and reported taking hidden medication. The investigation, involving multiple interviews and document reviews, concluded there was insufficient evidence to substantiate either violation, as staff responded promptly, called 911, and implemented safety plans. Based on the report's findings, the facility was not culpable for the alleged violations.",n,4164,107,11021
37a4f07b5ccb90dbed4c1004f7b429703e19ce356b4930f379b7066c29dab024,"The report investigates an incident where a staff member intervened to prevent a fight between two youths, accidentally pinning one youth's arm against a wall. While the physical intervention was not ruled a violation, the staff member was found to have verbally escalated and ridiculed the youth, violating rules against cruel discipline, and failed to wear required PPE. The staff supervisor was demoted and placed on a performance improvement plan as a result. The facility bears responsibility for the staff member's actions and the underlying training issues regarding appropriate interventions.",y,3053,115,6100
380720163c9ec504ee7b263bf2bd75832f35799b55e5765b36bcfc6846c0ea3b,"A Michigan group home was investigated for two incidents: first, an alleged inappropriate touching between two residents at a beach outing where staff responded by separating the youths and filing reports, but investigators found no evidence of supervision failure (violation not established). Second, staff used threatening language about a murder suspect in the woods to coerce an escalated youth to come inside, which violated behavior management rules requiring positive intervention strategies (violation established). The facility administrator bears clear responsibility for the established violation due to their direct involvement in and justification of the inappropriate scare tactic.",y,5344,129,9250
38253153cdd1991a389713335a78803ea30e8dd4cdd733ff3a60d682f91a86c8,"The Michigan DHHS investigated two alleged improper physical restraints at Wolverine Center in January 2025. While the specific allegations of staff shoving or throwing youth to the ground were not substantiated, the investigation did find a violation for an improperly performed supine restraint on Youth B, including insufficient staff and an improper call for the restraint, leading to the termination of Staff 4. The facility is required to submit a corrective action plan. Overall, the facility was found culpable for failing to perform a restraint in a safe and appropriate manner.",y,8621,119,14707
3848358fb3d606f5ce837b7d22aa724af1d5603896cf9f6e8db78638a1341a82,"A special investigation was conducted into allegations that a foster care agency, Samaritas - West, withheld a youth's independent living stipend and that a staff member treated the youth poorly. The investigation found the youth eventually received all stipend payments, which were temporarily withheld per a signed program contract for non-compliance, and the youth reported no mistreatment by the named staff member, who had since resigned. No violations of licensing rules were established. While the report clears the agency of formal violations, the temporary withholding of essential funds for program compliance raises ethical questions about the practice's appropriateness.",n,2021,127,20623
387cb800c161c2a0b7ac73e613000b89c2f76ebb90a6ff3af41e964db6aef403,"A staff member at the D.A.R.T. facility administered Ibuprofen to a youth who is on Lithium, which is not an approved medication, due to failing to check the electronic medication system as required by policy. The error was discovered, the youth was monitored with no adverse effects, and the investigation concluded it was a repeat violation of medication administration rules. Staff 1's failure to follow the verification protocol was the direct cause, though the report notes it was unintentional and stemmed from a desire to help the youth feel better.",y,3463,120,4148
